Ambient_Temperature_C,Age_yr,Maintenance_Count,No_of_Short_Circuits,Outages_hours_per_year,Current_A,Voltage_kV,Predicted_Hot_Spot_Temperature,Predicted_Acidity,Predicted_Moisture_Content,Predicted_Breakdown_Voltage,Predicted_Oil_Health_Score,Predicted_H2_ppm,Predicted_CH4_ppm,Predicted_C2H4_ppm,Predicted_C2H6_ppm,Predicted_C2H2_ppm,Predicted_CO_ppm,Predicted_CO2_ppm,Score_Ambient_Temp,Score_Age,Score_Maintenance,Score_ShortCircuit,Score_Hotspot,Score_Acidity,Score_Moisture,Score_BDV,Score_Oil,Score_H2,Score_CH4,Score_C2H4,Score_C2H6,Score_C2H2,Score_CO,Score_CO2,Health_Index,
32.86,29,4,2,79.85,222.68,11,44.29605484,0.72457093,30.67595482,38.15737915,51.26367569,102.1602707,72.36733246,24.34761429,45.33390808,53.94511414,569.0238647,3199.62793,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
29.8,29,4,2,79.85,205.77,11.02,41.04156494,0.72428292,29.86844635,38.68968201,53.3314209,126.1107559,59.81997299,25.02628326,40.70912552,50.57619095,554.6050415,3071.404297,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
34.84,29,4,2,79.85,127.89,10.65,46.51064682,0.728895128,30.40403175,38.37161636,52.29821396,128.9544983,84.32624054,22.94404602,50.27380753,50.20853043,545.3085938,3137.30957,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.24,29,4,2,79.85,216.97,11.42,39.93861771,0.725990474,30.40138626,39.04269791,52.01324081,113.9560318,64.61898804,19.76535416,44.02877045,46.06613922,567.9353027,3200.310059,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
37.73,29,4,2,79.85,287.01,11.46,48.46770859,0.73410213,31.23689651,38.42144012,51.98611069,160.7953339,66.25559998,32.0212059,50.67280579,54.34236526,554.123291,3315.606445,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
25.46,29,4,2,79.85,260.42,10.05,39.92333221,0.720535815,29.75020218,37.92715073,52.67274857,116.5769424,64.25780487,20.30759811,38.88927078,51.29373169,498.6088867,3048.724609,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
26.92,29,4,2,79.85,178.18,11.1,40.32015991,0.71198529,29.87389183,38.23514557,54.555336,115.8280182,70.41281128,30.58336258,44.31315994,52.50720596,538.1348877,3088.951904,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
31.66,29,4,2,79.85,182.67,11.08,42.57022095,0.709354162,30.10507774,37.99169922,52.84614944,108.7175674,53.95763397,29.43835831,47.22336578,48.82752228,501.1029968,2922.33374,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
28.63,29,4,2,79.85,145.18,10.47,40.63633728,0.724986613,31.37470436,37.97906876,51.96347809,97.82350922,58.29370117,17.48796844,42.73085022,52.50003433,524.0318604,3255.914551,2,3,3,2,1,4,4,3,3,1,2,1,1,4,2,2,51,
29.78,29,4,2,79.85,228.62,11.34,41.10401917,0.727241635,30.08504677,38.28597641,54.57190323,118.6509857,59.49685669,25.16108894,44.31770706,54.2359581,523.8596802,3045.283691,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
21.08,29,4,2,79.85,175.57,10.74,39.82575989,0.728611887,28.8150692,37.80293655,54.37820816,120.8458939,67.54102325,11.91708755,40.71276855,49.60077667,571.1668091,3267.718994,1,3,3,2,1,4,3,3,3,2,2,1,1,3,3,2,56.33,
37.22,29,4,2,79.85,214.29,11.45,46.94239044,0.726485848,30.0979538,38.18722153,52.9005928,127.5404968,65.75879669,36.2896347,47.96060562,53.99703979,561.746582,3131.709473,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
26.38,29,4,2,79.85,203.62,11.17,39.85902405,0.721533179,31.37833977,38.40613174,55.51456451,127.2284927,59.99669647,20.35487556,43.16615677,49.55136108,538.2736816,3147.469727,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
34.69,29,4,2,79.85,182,11.51,44.81613159,0.723850012,31.53763962,39.44112015,52.84062195,128.3515167,67.03773499,33.33378983,48.60032272,49.93207169,545.6100464,3173.160645,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
32.89,29,4,2,79.85,209.83,11.18,44.41277695,0.725040317,29.82129478,37.47987366,52.93497086,122.5158844,58.26843643,29.46509743,44.38220978,52.92310715,534.5401611,3218.415771,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
33.84,29,4,2,79.85,311.2,11.69,44.55876923,0.726846337,29.31986427,38.99354553,52.34572983,112.5407333,64.57762909,29.85244751,55.83615112,47.53681564,543.2233276,3151.320068,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
34.31,29,4,2,79.85,220.9,11.04,46.25546646,0.727965891,30.99313164,37.88186646,49.55721664,114.11763,72.29073334,29.93869781,46.30456924,55.19709778,562.9768677,3130.810303,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.84,29,4,2,79.85,196.92,11.72,40.19252777,0.726415336,30.72881889,37.47909927,53.63275528,117.6441422,58.65419769,24.71812057,43.41897964,47.23699188,554.6090088,3001.438232,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
33.67,29,4,2,79.85,239.02,9.68,45.94971466,0.728942871,30.31443977,38.20055771,55.18910217,137.0429382,59.35141373,32.60484695,50.47571182,54.5636673,558.2179565,3069.533447,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
17.65,29,4,2,79.85,188.04,10.84,40.26440048,0.72397697,30.62829018,38.41768265,53.86207581,115.9570923,63.53588867,18.09649277,46.19923782,51.00508118,550.1859741,3007.217773,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
32.1,29,4,2,79.85,203.74,11.33,42.2517662,0.71691215,30.12200546,38.16146851,53.4136734,127.3515778,66.6975708,32.99932861,48.71332932,50.13221359,523.0124512,2989.672852,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.76,29,4,2,79.85,164.97,11.02,43.56932068,0.729424238,30.50687981,38.25980759,51.96218491,148.7915497,67.75112915,29.44781494,47.73534012,49.95634079,549.0778809,3052.063232,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
31.01,29,4,2,79.85,243.06,9.76,41.51232529,0.723971069,30.33940315,38.57825089,52.22189713,124.0631561,56.36363602,25.04214668,46.08811951,50.46498108,544.0700073,3093.939697,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.19,29,4,2,79.85,215.57,11.14,40.10535431,0.719886303,30.82450867,38.9057312,56.8735733,111.1451797,58.88809967,17.96775246,41.48162079,54.67619324,530.1044922,3144.003906,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.06,29,4,2,79.85,182.2,11.35,40.21675873,0.723505437,30.29662895,38.99799347,52.71131897,119.7861481,64.52928162,22.19208145,41.94018936,53.198246,531.9938965,3088.587158,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
40.64,29,4,2,79.85,212.78,12.19,49.49769974,0.736866355,29.49185944,38.73170471,50.07523727,133.136322,83.15596771,34.31496811,48.66506195,56.54430771,541.206665,3446.02832,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
24.93,29,4,2,79.85,179,11.18,40.27705383,0.721495211,30.26234245,37.99954224,53.55190659,101.1110077,52.36832428,23.47904205,45.60781097,51.30020905,520.9957886,3098.581787,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
29.11,29,4,2,79.85,219.02,9.95,41.34828186,0.729720831,30.3390789,38.10305405,52.10187912,118.7346573,80.79469299,26.76426315,45.37200928,50.34270096,499.6047363,3019.88208,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.17,29,4,2,79.85,156.22,10.94,39.99105072,0.722507477,30.8142395,37.97018051,53.14851761,106.5422745,65.26000977,29.67368317,44.70439148,51.72006989,523.4312744,3008.941162,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
24.49,29,4,2,79.85,260.88,11.35,40.34257889,0.716415584,29.76837921,39.08182144,50.99946976,110.1506042,73.73166656,26.49779701,42.06278992,54.58901215,515.182373,3079.717773,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
28.45,29,4,2,79.85,203.01,10.86,40.13733292,0.714988768,29.79711914,38.16154099,54.44029236,125.1685562,60.0268364,17.75158119,43.86952209,53.54402161,535.0592041,3017.300537,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25.26,29,4,2,79.85,150.47,10.74,39.69452286,0.722471714,29.95373917,38.14322281,54.04259109,124.7254868,60.27891541,30.81269264,41.53527069,49.99949265,510.7617188,3051.096924,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
31.09,29,4,2,79.85,238.12,11.65,42.9526329,0.722135782,30.37854767,38.58945465,52.77717209,132.4830475,62.99628448,30.83973312,49.46672821,47.3375473,549.7491455,3110.62085,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
29.21,29,4,2,79.85,212.94,10.35,40.96931839,0.729925811,29.32011986,37.31102753,50.67825699,127.01828,62.84337616,25.77134895,42.97822952,47.78275299,513.8550415,2959.067383,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
33.49,29,4,2,79.85,150.17,11.16,44.39256668,0.728085041,31.06802559,37.5316124,51.76343536,117.1452332,68.54148102,34.05165863,44.55105591,50.02441025,540.9145508,3244.416992,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
35.07,29,4,2,79.85,165.86,11.51,46.04373169,0.720498502,30.52191353,38.43429184,51.78029633,142.0561066,75.95317841,31.88021088,50.83856583,47.65062714,531.9498901,3192.69165,3,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,48,
18.92,29,4,2,79.85,152.3,10.68,40.08008957,0.716622889,29.38248825,37.44799805,54.42285538,116.174881,76.39447784,23.80703735,42.27510834,50.70870209,523.0644531,3145.569092,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
35.16,29,4,2,79.85,212.15,11.35,46.63017273,0.722495317,30.01536942,38.74799728,50.85225677,131.4050598,71.11603546,34.96211243,40.59677505,53.62333679,558.6199951,3137.679932,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
29,29,4,2,79.85,241.72,11.39,40.52301788,0.733910799,30.19948196,37.89244843,50.47808838,120.6799927,63.39522552,25.57209206,39.13138199,50.84008408,493.4581909,3019.548828,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
33,29,4,2,79.85,113.77,10.52,43.78194809,0.729718149,29.55443192,37.93167877,54.15637589,113.7752762,72.72078705,30.72582436,50.88438797,51.70827484,523.586792,3169.77124,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25.61,29,4,2,79.85,185.69,10.95,39.9457016,0.724250197,29.70031929,37.8802948,51.39096451,104.7807693,63.51865387,21.19965935,43.21522522,50.95471573,511.1418457,2843.049561,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
29.98,29,4,2,79.85,133.03,11.31,40.74825287,0.72722739,29.80730438,37.97760773,52.91632462,122.8902588,72.93724823,28.10737038,40.05721283,50.64087296,523.3301392,3053.017822,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
33.17,29,4,2,79.85,348.16,11.26,42.11716843,0.724494517,29.7786274,36.84976578,51.53015518,128.77565,54.85941315,19.491436,50.44561386,51.88655853,525.6431274,3047.885742,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
38.37,29,4,2,79.85,252.12,11.4,49.36136627,0.726817966,30.89915848,38.16042709,50.91330719,131.278656,68.45954132,31.31132126,38.04573822,56.83332825,571.2381592,3209.495361,3,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,45.33,
35.38,29,4,2,79.85,192.02,11.13,45.80529404,0.734816372,30.3779068,37.37490082,50.37777328,116.9057236,69.49253082,32.67504883,42.86830521,53.20440674,535.2892456,3219.624023,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
23.97,29,4,2,79.85,253.55,10.69,39.93922043,0.717536509,30.10138321,39.29552078,53.70096207,129.2995148,64.78429413,24.42491722,35.6608696,56.60282898,543.6326294,3019.687988,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
31.95,29,4,2,79.85,126.99,10.61,40.70819473,0.725026667,31.63414383,38.6521759,53.86309814,118.8350906,65.22716522,21.43242455,38.12265778,50.6002121,542.5457153,3087.971436,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
29.07,29,4,2,79.85,147.22,11.03,40.52422714,0.722570896,30.05447197,38.62671661,54.67260742,121.0024872,55.38835526,27.10045052,46.4149971,51.70084381,542.8338623,3081.364746,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
29.96,29,4,2,79.85,243.3,10.64,42.0517807,0.719698846,32.18580627,37.49193954,53.50293732,124.7359848,66.67056274,32.43867874,44.56208038,53.02776337,514.4320679,3173.374512,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.53,29,4,2,79.85,247.44,10.85,40.38160706,0.715438426,30.49944878,37.92353439,53.30379868,122.8542175,58.1052475,19.12697983,46.39096069,51.91921997,519.4696655,3028.70459,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
33.61,29,4,2,79.85,176.7,10.9,44.50802231,0.733381689,31.0759449,38.20838165,52.22592545,122.285347,67.99117279,32.18588257,44.19069672,49.7288208,553.1925049,3176.892334,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
32.9,29,4,2,79.85,247.7,10.55,43.53730774,0.72935009,30.33823967,37.8638649,53.07723236,107.3366089,78.98464966,34.06315231,47.27310562,49.88506699,517.892395,3199.144775,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
42.34,29,4,2,79.85,273.28,10.92,52.42836761,0.724569201,31.19757652,37.25665283,50.76283646,135.9303284,63.37829208,39.14026642,53.14019775,50.67806625,539.7216187,3271.834473,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
37.51,29,4,2,79.85,129.65,10.54,48.95900726,0.724796057,30.50864983,37.19075394,51.28084564,122.3663864,79.09438324,41.33098602,46.93024063,55.55856705,551.3583984,3192.594482,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
35.35,29,4,2,79.85,236.26,10.97,46.75387955,0.718892097,29.47744942,38.63629532,51.59876633,121.7680588,70.55970764,39.75529099,46.84929276,50.40786743,539.6724854,3150.186279,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
27.7,29,4,2,79.85,245.37,11.43,40.24486923,0.723275542,30.08128166,38.27862167,52.37620163,124.7192307,62.73415756,19.76165962,43.98709488,50.17702484,521.3722534,3108.013672,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
32.23,29,4,2,79.85,159.01,11.52,43.64190292,0.720713794,30.37280083,37.92863464,53.5794754,117.7717667,67.92319489,29.60987663,43.32709885,49.19483185,564.0792236,2972.879883,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
39.78,29,4,2,79.85,241.3,10.53,50.94377136,0.731597722,30.92385864,38.0150528,53.31853104,133.9981232,80.48685455,59.10849762,55.23422623,53.22768784,540.4050293,3195.345947,3,3,3,2,1,4,4,3,3,2,2,2,1,4,2,2,45,
28.62,29,4,2,79.85,297.39,11.58,41.13623428,0.720689356,30.08910942,38.95108795,55.52414322,112.1620331,60.69336319,29.57696915,45.39915848,49.9798317,524.6657715,3068.070801,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
32.9,29,4,2,79.85,159.36,10.97,44.37086868,0.726306558,30.33552361,39.68251419,51.54950333,121.126709,71.16555786,35.40461349,48.50791931,53.87971115,553.3599243,3178.935303,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
33.5,29,4,2,79.85,156.91,11.91,45.28212357,0.72818172,31.75564766,38.39471054,51.71934509,134.006134,68.1180191,33.23668289,43.96260071,55.48191071,547.0029907,3161.918701,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
16.96,29,4,2,79.85,261.95,11.1,39.68611908,0.719760656,31.69250298,37.3543129,51.48725891,108.6113052,56.6475563,21.1480751,44.6904335,53.53199387,572.1799316,3058.059814,1,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,52,
24.86,29,4,2,79.85,254.24,11.51,39.68845367,0.720634162,29.97876358,38.67610931,54.46498108,130.8983307,52.73251724,23.62587166,30.44330215,54.84423065,510.6475525,3184.141357,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
33.52,29,4,2,79.85,207.27,11.17,43.99773407,0.724835753,30.68913841,38.15393066,53.83670425,131.7777405,66.99156189,33.61024094,49.94491959,51.9853096,559.0223389,3235.439209,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
38.07,29,4,2,79.85,159.26,10.57,48.23589325,0.72582525,31.4433651,38.49094009,51.30435181,127.9815216,58.14590454,41.60597229,44.29047012,54.51044083,556.3030396,3350.153564,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
28.38,29,4,2,79.85,131.78,11.15,40.20653152,0.719584107,30.42458725,38.5817337,53.49791336,129.6554108,56.00839996,19.69741821,41.78944397,52.30105209,524.9783325,3108.073486,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
22.09,29,4,2,79.85,196.18,10.73,40.25705719,0.727671206,30.36264992,38.19026947,54.77990341,120.4728317,64.35597992,29.50724411,42.1819191,48.98107529,533.3495483,3187.818604,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
28.92,29,4,2,79.85,206.01,10.9,40.74533463,0.722311556,29.90117264,37.59419632,53.34169006,127.2058182,53.96912766,26.14036751,41.4445343,52.11100769,520.1811523,3094.451416,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
31.34,29,4,2,79.85,173.42,10.83,43.03739929,0.724622428,29.15196419,38.50406647,51.90777588,113.1851273,67.69598389,27.47810173,43.70376968,52.79216766,529.0583496,3052.115967,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
38.19,29,4,2,79.85,100.63,10.87,48.15624619,0.731724858,32.14982986,37.26778412,51.05921555,101.2161179,70.85491943,27.95156288,45.93687057,50.09157944,537.7595825,3123.936523,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
27.98,29,4,2,79.85,239.18,11.3,40.97075272,0.732631922,30.29833221,39.44304657,52.64043808,121.599411,64.80232239,23.94937897,37.53842163,51.31165695,542.2856445,3026.678223,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
22.86,29,4,2,79.85,205.94,11.49,39.68251038,0.728022695,30.04169655,39.25273132,54.12917328,99.14008331,59.62791824,22.72496605,41.92589951,46.27188873,555.5148315,3029.435547,1,3,3,2,1,4,4,3,3,1,2,1,1,3,2,2,56,
34.08,29,4,2,79.85,230.86,10.46,46.42180634,0.720526934,29.46955681,38.80017853,53.96095657,118.8543243,52.55561066,33.96660995,50.03195572,54.23033524,534.8476563,3409.160889,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
33.82,29,4,2,79.85,180.61,11.45,45.19406509,0.722176254,30.78712654,38.0505867,52.36375427,120.2195892,68.52705383,29.07611847,46.26542282,51.1595726,554.05896,3123.773926,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.83,29,4,2,79.85,257.36,10.26,43.91933823,0.721053779,29.72660255,39.39491653,54.73817825,123.4459229,64.28308868,22.43469238,39.83262634,47.94147873,543.6834106,2969.258057,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
36.74,29,4,2,79.85,182.34,11.28,46.00376129,0.729265153,30.56746292,39.15689087,54.60081482,130.9366608,63.76485825,38.24710846,49.64584351,53.00741959,543.8742065,3105.081055,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
34.15,29,4,2,79.85,227.44,11.16,45.15794373,0.728942275,31.30235863,37.61266708,50.79003143,127.2567215,73.69229126,32.17826843,41.52747345,53.70318985,561.0952759,3290.498291,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
35.21,29,4,2,79.85,153.9,10.6,48.9534111,0.740050912,31.42515945,37.57565689,49.88710785,125.7300415,69.0218277,35.78178787,44.56745529,50.66533661,600.9890137,3196.19873,3,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,45.33,
22.31,29,4,2,79.85,116.64,11.16,39.95555115,0.710248768,31.59340096,38.36848068,53.58904648,116.46492,62.01805496,20.266325,40.95606613,48.9238205,531.7861328,3020.066162,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
29.08,29,4,2,79.85,249.02,10.38,40.60352325,0.727284968,30.54326439,39.17107773,54.70983505,109.4692001,53.64076233,29.88847733,44.6194458,50.65639496,523.9416504,3109.206787,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
24.86,29,4,2,79.85,169.54,11.54,39.88361359,0.721411586,29.95785332,38.60028839,51.51480103,116.2181854,54.6383934,17.76912689,49.33423233,45.34566498,534.3666992,3028.345703,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
29,29,4,2,79.85,241.16,11.41,40.54001236,0.730672121,30.68433952,37.3934021,50.35366058,132.1145172,64.83613586,25.30128098,39.76508331,50.19930649,476.2279358,3059.15332,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
35.04,29,4,2,79.85,209.64,11.61,47.14318085,0.72759974,30.76185417,37.94309616,54.09068298,120.5562134,71.79623413,35.44950867,47.43872833,53.1918602,548.0100098,3142.104492,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
34.04,29,4,2,79.85,198.25,10.16,43.99013519,0.725870609,30.03913879,38.85786438,52.22585678,125.1915054,58.0333252,35.97197342,42.6369133,48.28931808,579.7039185,3067.813232,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
41.18,29,4,2,79.85,249.52,11.06,51.49763107,0.730872512,30.65443039,37.6728096,52.68294907,133.3774719,70.42804718,50.73840332,45.4124527,58.08772659,576.3886719,3273.914795,3,3,3,2,1,4,4,3,3,2,2,2,1,4,3,2,44,
28.05,29,4,2,79.85,168.89,11.04,40.1092453,0.723171055,30.52062416,39.10702133,52.81827927,111.351593,68.20027924,18.01611137,43.25258255,47.03833389,548.9439087,3125.973633,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.14,29,4,2,79.85,165.57,10.67,40.33031845,0.723049104,30.28828239,37.98454666,52.56302643,138.6063232,66.53916168,29.56900406,43.49777985,48.6529541,536.4468384,3092.687744,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
29.78,29,4,2,79.85,223.52,11.14,40.95105743,0.723833621,30.80594254,37.96072388,53.94009781,107.8253174,58.06438828,27.24755096,41.59828949,53.2025528,556.4631348,3089.032715,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
33.8,29,4,2,79.85,235.79,10.77,44.19842148,0.72484374,29.69078636,38.43792343,51.1717453,121.0122833,65.75034332,38.24260712,47.96325302,48.90903091,524.7253418,3136.216553,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
27.62,29,4,2,79.85,201.87,11,39.98176193,0.722283423,31.54681396,38.08107376,53.27066803,115.6777954,61.91791153,15.51140594,42.35453415,53.4705162,578.1954346,3197.251709,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
23.37,29,4,2,79.85,268.94,10.26,40.22821045,0.721213162,29.87963486,37.76919937,53.0998764,118.064888,61.63775253,22.10424423,46.02345276,48.37708664,540.1564941,3036.847412,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
31.58,29,4,2,79.85,118.94,11.14,42.38131714,0.709595859,30.69449425,37.37002182,50.82625961,128.0179291,47.57738495,28.1176815,40.73633194,50.54283524,527.192688,3284.891113,2,3,3,2,1,4,4,3,3,2,1,1,1,4,2,2,51,
29.85,29,4,2,79.85,90.68,10.11,40.45995331,0.709027052,30.19973755,39.40929413,53.47836685,106.9073181,63.31639862,30.28077126,42.92173386,48.19528961,606.9642334,3094.272705,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
32.87,29,4,2,79.85,153.87,10.97,45.7142067,0.730537295,30.57795525,37.99724197,49.83873749,115.3582153,71.58335114,33.5650444,51.40218353,54.0461235,572.9125977,3251.393066,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
30.19,29,4,2,79.85,149.17,10.02,42.88829422,0.728044391,30.08789635,38.24936676,53.95279694,112.7897949,68.89095306,28.42417145,42.70529175,51.80412292,546.317688,3085.851563,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.68,29,4,2,79.85,183.8,11.39,42.25733948,0.719915509,30.59928894,37.34752274,53.62483215,130.0414734,52.35314178,26.39710236,43.06620789,52.66715622,498.3475647,2947.641602,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
38.53,29,4,2,79.85,226.45,10.91,49.68731308,0.732682824,32.14552689,37.43716812,51.34991455,131.9177399,63.43288803,28.36096764,44.28069687,49.54861069,552.9841309,3273.855957,3,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,48,
37.22,29,4,2,79.85,196.89,11.26,46.92747498,0.734475017,30.01781082,37.72999573,52.74238586,135.7113495,61.60560989,39.21992111,46.189785,51.80254364,537.4615479,3329.580566,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
32.3,29,4,2,79.85,193.45,11.25,42.42267609,0.718324304,30.55736923,36.62354279,48.39968872,122.7537384,61.13922119,31.93799782,45.46651459,48.37525177,550.1131592,3152.751465,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.94,29,4,2,79.85,193.95,10.75,40.30944443,0.729281068,30.70470238,38.54040909,53.41041183,123.8188477,62.26831055,22.4694252,36.28178787,48.9176445,519.7967529,3083.428955,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
34.79,29,4,2,79.85,164.59,11.28,43.83587265,0.723775804,30.43111229,37.79042816,53.77798462,133.1305695,67.54036713,26.95566177,49.50016403,49.83730316,515.0459595,3153.87207,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
24.49,29,4,2,79.85,202.44,10.71,40.1072731,0.73569566,29.96066666,37.9577179,53.30484009,124.6785965,63.85644531,20.95467949,45.13228226,54.73126221,546.0029907,3207.276367,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
32.34,29,4,2,79.85,245.48,10.54,43.4238739,0.727383912,30.0612812,37.96510315,53.83825302,111.2726212,80.48554993,29.50396538,44.86507797,52.53484344,480.9352417,3071.096191,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
37.58,29,4,2,79.85,220.47,11.09,48.6893959,0.740299344,31.04936409,37.79911041,50.58454895,121.303093,69.43851471,44.67127991,49.86350632,54.05282974,568.5230713,3088.558105,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
